ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_长度,FID,field_1,field_6
803,图形选择 4 - 位置 19,4,19,35,7932.912857829463100,19,肯德基(鲁广店),葡式蛋挞，可乐，鳕鱼条，老北京卷土豆泥餐，冰拿铁，热牛奶，麦辣鸡腿汉堡，香辣鸡腿汉堡，榛果风味冰拿铁，嫩牛五方，咖喱鸡饭，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，玉米沙拉，牛肉堡，鳕鱼汉堡，石榴派，皮蛋瘦肉粥，草莓沙冰，柚子茶，仙草奶茶，香菇鸡肉饭，蔬菜萨拉
804,图形选择 4 - 位置 30,4,30,36,8022.857772926068700,30,肯德基(新佳丽时尚广场),吮指原味鸡，薯条，新奥尔良烤翅，老北京鸡肉卷，全家桶，香辣鸡腿堡，醇香土豆泥，红豆派
805,图形选择 4 - 位置 83,4,83,37,8131.324466439947200,83,手撕大排骨店,[]
806,图形选择 4 - 位置 69,4,69,38,8208.508552206418200,69,肯德基(百步亭店),新奥尔良烤翅，超级外送全家桶，红豆派，鲜蔬沙拉，圣代，冰美式，葡式蛋挞，新奥良腿堡土豆泥餐，拿铁，吮指原味鸡，香辣鸡腿堡土豆泥餐，冰拿铁，根骨肉相连加，老北京鸡肉卷，老北京卷土豆泥餐，榛果风味冰拿铁，香甜粟米棒，新奥尔良烤鸡腿堡，香辣鸡翅，醇香土豆泥，芙
807,图形选择 4 - 位置 41,4,41,39,8328.968282824213000,41,肯德基(步行街店),新奥尔良烤鸡翅，原味蛋挞，新奥尔良烤鸡腿堡，圣代，嫩牛五方，吮指原味鸡块，薯条，爱尔兰雪顶咖啡，新奥尔良汉堡，醇香土豆泥，新奥尔良烤翅，雪顶，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，香菇鸡肉饭，蔬菜萨拉，油条被蛋卷，bbq手撕猪?
808,图形选择 4 - 位置 1,4,1,40,8477.830424295316300,1,肯德基(汉口火车站店),允指原味鸡，蛋挞，吮指原味鸡，新奥尔良烤翅，香辣鸡翅，香辣鸡腿堡，老北京鸡肉卷，红豆派
809,图形选择 4 - 位置 85,4,85,41,8600.651761668914300,85,台湾黄金鸡脆,[]
810,图形选择 4 - 位置 60,4,60,42,8623.027083000968600,60,肯德基(光谷中商店),爱尔兰雪顶咖啡，鸡米花，香菇鸡排饭，吮指原味鸡套餐，草莓圣代，川椒麻香翅，奥利奥圣代，五味小吃桶，鲜蔬沙拉，麻辣鸡肉饭，红豆珍珠奶茶，板烧鸡腿堡，巧克力味冰淇淋花筒，劲脆鸡腿堡，鸡肉汉堡，霜糖油条，豪霸鸡腿，蜂蜜花梨茶，蘑菇饭，草莓旋风，紫薯蛋挞，炸鸡翅
811,图形选择 4 - 位置 12,4,12,43,8647.682833039562000,12,肯德基(武展店),葡式蛋挞，圣代，爱尔兰雪顶咖啡，新奥尔良烤鸡翅，黄金烤鸡腿堡，香辣鸡腿堡土豆泥餐，辣翅，老北京卷土豆泥餐，冰拿铁，热牛奶，楚味烤翅，麦辣鸡腿汉堡，香辣鸡腿汉堡，榛果风味冰拿铁，嫩牛五方，辣子鸡丁，手撕猪肉堡，川味鸡肉饭，玉米沙拉，牛肉堡，鳕鱼汉堡，石榴派
812,图形选择 4 - 位置 18,4,18,44,8735.143168924516400,18,肯德基(武胜店),鲜蔬沙拉，红豆派，圣代，冰美式，红豆圆奶茶，新奥良腿堡土豆泥餐，拿铁，香辣肉串，草莓新地，玉米汁，炸鸡，海盐食糖蛋筒，枣蓉姜茶，五珍q豆圣代，黄桃蛋挞，香栗双层鸡腿堡，美味鸡柳，深海鳕鱼堡，小食拼盘，原味鸡腿堡，香菇滑鸡粥，香甜栗米棒，雪顶，超值午餐，田?
813,图形选择 4 - 位置 57,4,57,45,8737.848262660651000,57,肯德基(维港店),冰拿铁，伴鸡伴虾堡，根骨肉相连加，榛果风味冰拿铁，美式，吮指原味鸡套餐，九珍果汁饮料，伴鸡伴虾堡土豆泥餐，五味小吃桶，冰美式，拿铁，黄金鸡块，超值全家桶，芋缘花淇淋，香脆海苔虾，bbq手撕猪肉堡，草莓味冰淇淋花筒，雪顶咖啡，薯条，劲脆鸡腿堡，草莓圣代，巧克?
814,图形选择 4 - 位置 29,4,29,46,8904.071873745733700,29,肯德基(新华路店),香辣鸡腿堡，吮指原味鸡，鲜蔬沙拉，红豆派，新奥尔良烤翅，圣代，冰美式，葡式蛋挞，拿铁，冰拿铁，榛果风味冰拿铁，香甜粟米棒，芙蓉荟蔬汤，劲爆鸡米花，香辣鸡翅，醇香土豆泥，黄金鸡块，美式，榛果风味热拿铁
815,图形选择 4 - 位置 9,4,9,47,8992.709032384491400,9,肯德基(常青花园店),辣翅，香辣鸡腿堡，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，小吃拼盘，冰淇淋之神，香辣鸡翅，翅桶，香菇鸡肉饭，蔬菜萨拉，油条被蛋卷，bbq手撕猪肉堡，香辣鸡腿，芋圆冰淇淋，脆皮全鸡，甜玉米，咖喱猪排饭，双果圣代，黑椒牛柳饭，蜜汁手?
816,图形选择 4 - 位置 90,4,90,48,9226.842327971438900,90,肯德基,[]
817,图形选择 4 - 位置 46,4,46,49,9368.662247474681900,46,肯德基(航天东购店),红豆派，全家桶，新奥尔良烤鸡腿堡，蔬菜沙拉，鸡米花，醇香土豆泥，海苔岩烧大鸡腿饭，伴柠伴桔鲜果茶，芋缘花淇淋，黄金鸡块，KFC芋缘花淇淋，肯大大鸡排，KFC老北京鸡肉卷，吮指原味鸡，薯条，玉米沙拉，香辣鸡翅，小食拼盘，可乐，KFC香辣（劲脆）鸡腿堡，现磨咖啡，葡?
818,图形选择 4 - 位置 58,4,58,50,9401.164935833152400,58,肯德基(民意店),原味蛋挞，醇豆浆，香辣鸡腿堡，草莓圣代，川椒麻香翅，奥利奥圣代，五味小吃桶，鲜蔬沙拉，红豆派，鸡肉汉堡，霜糖油条，豪霸鸡腿，蜂蜜花梨茶，蘑菇饭，草莓旋风，紫薯蛋挞，炸鸡翅，巧克力圣代，圆筒冰淇淋，香辣肉串，草莓新地，玉米汁，炸鸡，海盐食糖蛋筒，枣蓉姜茶
819,图形选择 4 - 位置 34,4,34,51,9672.138588149600800,34,肯德基(汉口站),老北京鸡肉卷，芙蓉荟蔬汤，劲爆鸡米花，bbq手撕猪肉堡，新奥尔良烤鸡腿堡，香辣鸡翅，草莓味冰淇淋花筒，九珍果汁饮料，黄金鸡块，香辣鸡腿堡，雪顶咖啡，薯条，草莓圣代，巧克力味冰淇淋花筒，劲脆鸡腿堡，巧克力圣代，吮指原味鸡，红豆派，新奥尔良烤翅，葡式蛋挞，香脆?
821,图形选择 4 - 位置 84,4,84,53,9958.095304673632200,84,友谊汇餐厅,[]
822,图形选择 4 - 位置 93,4,93,54,10056.555442661180000,93,肯德基(武昌火车站二店餐厅)-洗手间,{}
823,图形选择 4 - 位置 2,4,2,55,10136.681829613222000,2,肯德基(广埠屯店),吮指原味鸡块，葡式蛋挞，香辣腿堡，薯条，嫩牛五方，九珍果汁，新奥尔良烤翅，劲脆鸡堡，可乐，热牛奶，楚味烤翅，麦辣鸡腿汉堡，香辣鸡腿汉堡，榛果风味冰拿铁，咖喱鸡饭，香甜粟米棒，鳕鱼汉堡，石榴派，皮蛋瘦肉粥，草莓沙冰，爱尔兰雪顶咖啡，柚子茶，仙草奶茶，香菇鸡
824,图形选择 4 - 位置 17,4,17,56,10263.744435451923000,17,肯德基(钢都店),新奥尔良烤翅，薯条，皮蛋瘦肉粥，香辣鸡翅，吮指原味鸡块，香辣鸡腿堡，原味蛋挞，爱尔兰雪顶咖啡，翅桶，劲爆鸡米花，九珍果汁饮料，九珍果汁，霸王翅，美式，黑椒牛柳饭，蜜汁手扒鸡，蘑菇培根饭，草莓味冰淇淋花筒，红枣姜茶，法风烧饼，早餐油条稀饭套餐，劲脆鸡堡，九
825,图形选择 4 - 位置 20,4,20,57,10308.633885476433000,20,肯德基(洪山广场地铁站店),香辣鸡翅，泼辣小鲜菇卷套餐，麦香鸡块，中薯，雪顶茉莉，劲爆鸡米花
826,图形选择 4 - 位置 49,4,49,58,10328.808828324843000,49,肯德基(杨汊湖店),新奥尔良烤翅，薯条，新奥尔良烤鸡腿堡，葡式蛋挞，香醇奶茶，圣代，红豆珍珠奶茶，香辣鸡腿堡，奥利奥圣代，五味小吃桶，鲜蔬沙拉，红豆派，冰美式，霜糖油条，豪霸鸡腿，蜂蜜花梨茶，蘑菇饭，紫薯蛋挞，炸鸡翅，巧克力圣代，香辣肉串，玉米汁，炸鸡，海盐食糖蛋筒，枣蓉姜
827,图形选择 4 - 位置 8,4,8,59,10444.368339966955000,8,肯德基(青年路店),新奥尔良烤鸡翅，超级外送全家桶，香辣腿堡，香辣鸡翅，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，小吃拼盘，冰淇淋之神，翅桶，劲爆鸡米花，九珍果汁饮料，香辣鸡腿，芋圆冰淇淋，脆皮全鸡，甜玉米，咖喱猪排饭，双果圣代，黑椒牛柳饭，醇豆浆，蜜汁手扒鸡，蘑菇培根饭，草莓味冰淇
828,图形选择 4 - 位置 33,4,33,60,10453.213013588371000,33,肯德基(泛海城市广场店),鲜蔬沙拉，红豆派，圣代，冰美式，超级外送全家桶，葡式蛋挞，拿铁，伴鸡伴虾堡，香辣鸡腿堡土豆泥餐，冰拿铁，根骨肉相连加，榛果风味冰拿铁，香甜粟米棒，芙蓉荟蔬汤，劲爆鸡米花，新奥尔良烤鸡腿堡，香辣鸡翅，汉堡，新奥尔良烤翅，香脆海苔虾，香甜栗米棒，bbq手撕猪肉?
829,图形选择 4 - 位置 35,4,35,61,10512.889258057981000,35,肯德基(循礼门店),原味蛋挞，脆皮甜筒，嫩牛五方，香辣鸡翅，香辣鸡腿堡，草莓旋风，红豆圆奶茶，新奥良腿堡土豆泥餐，拿铁，上校鸡块，黄桃蛋挞，香栗双层鸡腿堡，美味鸡柳，深海鳕鱼堡，小食拼盘，原味鸡腿堡，香菇滑鸡粥，香甜栗米棒，雪顶，超值午餐，田园脆鸡堡，玉米杯，泰式鸡肉卷，木
830,图形选择 4 - 位置 86,4,86,62,10570.798461142347000,86,大家乐快餐,[]
831,图形选择 4 - 位置 52,4,52,63,10887.445223053030000,52,肯德基(剑桥店),圣代，香辣鸡腿堡，鸡柳饭套餐，土豆泥，吮指原味儿鸡，手撕猪肉卷，帕尼尼，香辣鸡翅，芝士鲜虾卷，黄金鸡块，美式，鲜蔬沙拉，红豆派，冰美式，拿铁，草莓味冰淇淋花筒，九珍果汁饮料，雪顶咖啡，薯条，草莓圣代，巧克力味冰淇淋花筒，劲脆鸡腿堡，巧克力圣代，新奥尔良烤
832,图形选择 4 - 位置 50,4,50,64,10904.053288925250000,50,肯德基(新佳丽店),香辣腿堡，上校鸡块，香辣鸡腿堡土豆泥餐，辣翅，热牛奶，老北京卷土豆泥餐，黄金烤鸡腿堡，香菇滑鸡粥，香脆海苔虾，香甜栗米棒，雪顶，超值午餐，田园脆鸡堡，玉米杯，木耳金针排骨粥，bbq手撕猪肉卷，辣子鸡丁，超值全家桶，猪柳蛋，新奥尔良鸡腿堡，新奥尔良烤鸡翅，手?
833,图形选择 5 - 位置 20,5,20,1,1859.986779101557400,20,肯德基(洪山广场地铁站店),香辣鸡翅，泼辣小鲜菇卷套餐，麦香鸡块，中薯，雪顶茉莉，劲爆鸡米花
834,图形选择 5 - 位置 52,5,52,2,2227.206937348185400,52,肯德基(剑桥店),圣代，香辣鸡腿堡，鸡柳饭套餐，土豆泥，吮指原味儿鸡，手撕猪肉卷，帕尼尼，香辣鸡翅，芝士鲜虾卷，黄金鸡块，美式，鲜蔬沙拉，红豆派，冰美式，拿铁，草莓味冰淇淋花筒，九珍果汁饮料，雪顶咖啡，薯条，草莓圣代，巧克力味冰淇淋花筒，劲脆鸡腿堡，巧克力圣代，新奥尔良烤
835,图形选择 5 - 位置 3,5,3,3,2562.969897574897900,3,肯德基(光谷国际店),榛果风味热拿铁，榛果风味拿铁，伴鸡伴虾堡土豆泥餐，红豆派，冰美式，超级外送全家桶，葡式蛋挞，新奥良腿堡土豆泥餐，拿铁，冰拿铁，伴鸡伴虾堡，榛果风味冰拿铁，九珍果汁饮料，黄金鸡块，美式，吮指原味鸡套餐，鲜蔬沙拉，香辣鸡腿堡土豆泥餐，香辣鸡腿堡，醇香土豆泥，
836,图形选择 5 - 位置 90,5,90,4,2582.042864071591800,90,肯德基,[]
837,图形选择 5 - 位置 76,5,76,5,2669.045153344295200,76,肯德基(关山大道DT店),香辣鸡翅，醇香土豆泥，九珍果汁饮料，黄金鸡块，美式，伴鸡伴虾堡土豆泥餐，吮指原味鸡套餐，新奥良腿堡土豆泥餐，吮指原味鸡，五味小吃桶，红豆派，冰美式，超级外送全家桶，葡式蛋挞，拿铁，伴鸡伴虾堡，香辣鸡腿堡土豆泥餐，老北京卷土豆泥餐，冰拿铁，老北京鸡肉卷，榛
838,图形选择 5 - 位置 45,5,45,6,2936.873169240547200,45,肯德基(玲珑汇餐厅店),香辣鸡腿堡，超级外送全家桶，葡式蛋挞，新奥良腿堡土豆泥餐，拿铁，吮指原味鸡，红豆派，香辣鸡腿堡土豆泥餐，冰拿铁，伴鸡伴虾堡，根骨肉相连加，老北京鸡肉卷，老北京卷土豆泥餐，榛果风味冰拿铁，香甜粟米棒，新奥尔良烤鸡腿堡，香辣鸡翅，醇香土豆泥，芙蓉荟蔬汤，劲爆
839,图形选择 5 - 位置 4,5,4,7,2965.497769820544400,4,肯德基(二七横路店),九珍果汁饮料，五味小吃桶，伴鸡伴虾堡，伴鸡伴虾堡土豆泥餐，冰拿铁，冰美式，劲爆鸡米花，吮指原味鸡，吮指原味鸡套餐，圣代，拿铁，新奥尔良烤翅，新奥尔良烤鸡腿堡，新奥良腿堡土豆泥餐，根骨肉相连加，榛果风味冰拿铁，红豆派，美式，老北京卷土豆泥餐，老北京鸡肉卷，
840,图形选择 5 - 位置 82,5,82,8,3410.769513447578400,82,炸鸡汉堡,[]
841,图形选择 5 - 位置 89,5,89,9,3508.879299183399800,89,肯德基(五环天地),[]
842,图形选择 5 - 位置 56,5,56,10,3548.443268909484200,56,肯德基(奥山世纪广场店),香醇土豆泥，至珍七虾堡，铁板烤鸡腿堡，新奥尔良腿宝，辣汉堡，脆皮炸鸡，海盐焦糖圣代，新奥尔良烤鸡腿堡，香辣鸡腿堡，雪顶咖啡，鸡米花，燕麦堡，劲脆鸡腿堡，深海鳕鱼堡，新奥尔良烤翅，火腿蛋堡
843,图形选择 5 - 位置 91,5,91,11,3549.670346030878600,91,座椅,{}
844,图形选择 5 - 位置 53,5,53,12,4013.881706171173400,53,肯德基(徐东新世界店),新奥尔良烤翅，香辣鸡腿堡，炸鸡翅，爱尔兰雪顶咖啡，小吃拼盘，明星香辣鸡腿堡套餐，冰奶茶，芙蓉鲜蔬汤，冰淇淋之神，香辣鸡翅，翅桶，劲爆鸡米花，九珍果汁饮料，香辣鸡腿，芋圆冰淇淋，脆皮全鸡，甜玉米，双果圣代，蜜汁手扒鸡，蘑菇培根饭，草莓味冰淇淋花筒，红枣姜茶
845,图形选择 5 - 位置 32,5,32,13,4090.876341052779500,32,肯德基(欧亚达汉口国际广场店),吮指原味鸡，新奥尔良烤翅，香辣鸡翅，香辣鸡腿堡，新奥尔良烤鸡腿堡，醇香土豆泥，红豆派，黄金鸡块
846,图形选择 5 - 位置 41,5,41,14,4208.004228152132800,41,肯德基(步行街店),新奥尔良烤鸡翅，原味蛋挞，新奥尔良烤鸡腿堡，圣代，嫩牛五方，吮指原味鸡块，薯条，爱尔兰雪顶咖啡，新奥尔良汉堡，醇香土豆泥，新奥尔良烤翅，雪顶，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，香菇鸡肉饭，蔬菜萨拉，油条被蛋卷，bbq手撕猪?
848,图形选择 5 - 位置 77,5,77,16,4917.001766352163900,77,肯德基甜品站(汇和城购物中心),红豆派，全家桶，新奥尔良烤鸡腿堡，蔬菜沙拉，鸡米花，醇香土豆泥，海苔岩烧大鸡腿饭，伴柠伴桔鲜果茶，小食拼盘，可乐，KFC香辣（劲脆）鸡腿堡，芋缘花淇淋，黄金鸡块，KFC芋缘花淇淋，肯大大鸡排，KFC老北京鸡肉卷，吮指原味鸡，薯条，玉米沙拉，香辣鸡翅，葡式蛋挞，现?
849,图形选择 5 - 位置 71,5,71,17,5335.800724930518300,71,肯德基(杨园南路店),九珍果汁饮料，香辣鸡翅，伴鸡伴虾堡，伴鸡伴虾堡土豆泥餐，冰拿铁，冰美式，劲爆鸡米花，吮指原味鸡，吮指原味鸡套餐，圣代，拿铁，新奥尔良烤翅，新奥尔良烤鸡腿堡，新奥良腿堡土豆泥餐，根骨肉相连加，榛果风味冰拿铁，榛果风味拿铁，榛果风味热拿铁，红豆派，美式，老北
850,图形选择 5 - 位置 61,5,61,18,5700.493506853459600,61,肯德基(王府店),美式，吮指原味鸡套餐，五味小吃桶，冰美式，超级外送全家桶，拿铁，冰拿铁，根骨肉相连加，榛果风味冰拿铁，九珍果汁饮料，吮指原味鸡，黄金鸡块，鲜蔬沙拉，香辣鸡腿堡土豆泥餐，香辣鸡腿堡，香甜粟米棒，醇香土豆泥，葡式蛋挞，芙蓉荟蔬汤，老北京鸡肉卷，老北京卷土豆泥
851,图形选择 5 - 位置 94,5,94,19,5819.578583133143200,94,肯德基(王府餐厅)-公共厕所,{}
852,图形选择 5 - 位置 65,5,65,20,5973.554342049963500,65,肯德基(海天欢乐购),老北京鸡肉卷，伴鸡伴虾堡土豆泥餐，九珍果汁饮料，伴鸡伴虾堡，吮指原味鸡套餐，拿铁，根骨肉相连加，美式，超级外送全家桶，香辣鸡腿堡土豆泥餐，香辣鸡腿堡，香甜粟米棒，醇香土豆泥，葡式蛋挞，芙蓉荟蔬汤，老北京卷土豆泥餐，红豆派，新奥良腿堡土豆泥餐，新奥尔良烤鸡
853,图形选择 5 - 位置 64,5,64,21,6394.739782744460200,64,肯德基(新中南店),爱尔兰雪顶咖啡，泰式鸡肉卷，吮指原味鸡套餐，九珍果汁饮料，九珍果汁，五味小吃桶，什菌烤鸡腿堡，伴鸡伴虾堡，伴鸡伴虾堡土豆泥餐，冰拿铁，冰淇淋之神，冰美式，劲爆鸡米花，香甜栗米棒，bbq手撕猪肉卷，bbq手撕猪肉堡，草莓味冰淇淋花筒，巧克力味冰淇淋花筒，劲脆鸡腿
854,图形选择 5 - 位置 21,5,21,22,6638.115916166402700,21,肯德基(汉街店),爱尔兰雪顶咖啡，吮指原味鸡块，葡式蛋挞，香辣鸡腿堡，薯条，老北京鸡肉卷，霸王翅，草莓圣代，美式，川椒麻香翅，伴鸡伴虾堡土豆泥餐，什菌烤鸡腿堡，鸡米花，香菇鸡排饭，鸡肉汉堡，辣腿堡，草莓旋风，经典咖啡，新奥尔良系列，培根蘑菇鸡肉饭，冰碳烤珍珠奶茶，冰奶茶，
855,图形选择 5 - 位置 26,5,26,23,6778.940495254196300,26,肯德基(武广店),蛋挞，香辣鸡翅，香辣鸡腿堡，全家桶，新奥尔良烤鸡腿堡，黄金鸡块，红豆派，劲爆鸡米花
856,图形选择 5 - 位置 37,5,37,24,6978.967162168864000,37,肯德基(儿童医院餐厅),肯大大鸡排，KFC老北京鸡肉卷，吮指原味鸡，薯条，玉米沙拉，香辣鸡翅，芋缘花淇淋，黄金鸡块，KFC芋缘花淇淋，小食拼盘，可乐，KFC香辣（劲脆）鸡腿堡，葡式蛋挞，现磨咖啡，伴柠伴桔鲜果茶，蔬菜沙拉，鸡米花，醇香土豆泥，海苔岩烧大鸡腿饭，红豆派，全家桶，新奥尔良烤?
857,图形选择 5 - 位置 92,5,92,25,7092.007679820528200,92,台湾黄金鸡脆骨,{}
858,图形选择 5 - 位置 22,5,22,26,7448.899877302240400,22,肯德基(和平大道店),抹茶冰激凌，冰激凌，香辣鸡腿堡，鸡肉卷
859,图形选择 5 - 位置 1,5,1,27,7993.347016825237900,1,肯德基(汉口火车站店),允指原味鸡，蛋挞，吮指原味鸡，新奥尔良烤翅，香辣鸡翅，香辣鸡腿堡，老北京鸡肉卷，红豆派
860,图形选择 5 - 位置 85,5,85,28,8379.251962025779000,85,台湾黄金鸡脆,[]
861,图形选择 5 - 位置 11,5,11,29,8544.164566153305700,11,肯德基(惠济一路店),炸鸡翅，田园脆鸡堡，香辣鸡腿汉堡，鸡米花，香菇鸡排饭，吮指原味鸡套餐，香辣鸡腿堡，草莓圣代，川椒麻香翅，奥利奥圣代，五味小吃桶，麻辣鸡肉饭，红豆珍珠奶茶，板烧鸡腿堡，巧克力味冰淇淋花筒，劲脆鸡腿堡，鸡肉汉堡，霜糖油条，豪霸鸡腿，蜂蜜花梨茶，蘑菇饭，草莓旋
862,图形选择 5 - 位置 49,5,49,30,9092.324284777307200,49,肯德基(杨汊湖店),新奥尔良烤翅，薯条，新奥尔良烤鸡腿堡，葡式蛋挞，香醇奶茶，圣代，红豆珍珠奶茶，香辣鸡腿堡，奥利奥圣代，五味小吃桶，鲜蔬沙拉，红豆派，冰美式，霜糖油条，豪霸鸡腿，蜂蜜花梨茶，蘑菇饭，紫薯蛋挞，炸鸡翅，巧克力圣代，香辣肉串，玉米汁，炸鸡，海盐食糖蛋筒，枣蓉姜
863,图形选择 5 - 位置 24,5,24,31,9118.721127398615900,24,肯德基(吉庆街店),香辣鸡腿堡，超级外送全家桶，红豆圆奶茶，新奥良腿堡土豆泥餐，拿铁，上校鸡块，香辣鸡腿堡土豆泥餐，辣翅，黄桃蛋挞，香栗双层鸡腿堡，美味鸡柳，深海鳕鱼堡，小食拼盘，墨西哥鸡肉卷，原味鸡腿堡，香菇滑鸡粥，香甜栗米棒，雪顶，超值午餐，田园脆鸡堡，玉米杯，泰式鸡肉
864,图形选择 5 - 位置 28,5,28,32,9306.604008809174000,28,肯德基(万松园店),香辣腿堡，新奥尔良烤翅，雪顶，葡式蛋挞，十翅一筒，爱尔兰雪顶咖啡，吮指原味鸡块，超级外送全家桶，红豆圆奶茶，新奥良腿堡土豆泥餐，拿铁，黄桃蛋挞，香栗双层鸡腿堡，美味鸡柳，深海鳕鱼堡，小食拼盘，墨西哥鸡肉卷，原味鸡腿堡，香菇滑鸡粥，香甜栗米棒，超值午餐，田
865,图形选择 5 - 位置 86,5,86,33,9334.313917594810800,86,大家乐快餐,[]
866,图形选择 5 - 位置 7,5,7,34,9564.982799452622200,7,肯德基(汉口火车站餐厅),全家桶，新奥尔良烤鸡腿堡，红豆派，伴柠伴桔鲜果茶，蔬菜沙拉，鸡米花，醇香土豆泥，海苔岩烧大鸡腿饭，小食拼盘，可乐，KFC香辣（劲脆）鸡腿堡，肯大大鸡排，KFC老北京鸡肉卷，吮指原味鸡，薯条，玉米沙拉，香辣鸡翅，芋缘花淇淋，黄金鸡块，KFC芋缘花淇淋，现磨咖啡，葡?
867,图形选择 5 - 位置 63,5,63,35,9569.601597797871400,63,肯德基(水果湖店),麦辣鸡腿汉堡，香辣鸡腿汉堡，老北京鸡肉卷，榛果风味冰拿铁，嫩牛五方，咖喱鸡饭，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，小吃拼盘，草莓沙冰，柚子茶，新奥尔良腿堡，仙草奶茶，香菇鸡肉饭，蔬菜萨拉，油条被蛋卷，bbq手撕猪肉堡，香辣鸡?
820,图形选择 4 - 位置 97,4,97,52,9747.740358570079500,0,,
847,图形选择 5 - 位置 97,5,97,15,4440.123521112885100,0,,
