ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_长度,FID,field_1,field_6
546,图形选择 5 - 位置 69,5,69,1,1048.820626871455900,69,肯德基(百步亭店),新奥尔良烤翅，超级外送全家桶，红豆派，鲜蔬沙拉，圣代，冰美式，葡式蛋挞，新奥良腿堡土豆泥餐，拿铁，吮指原味鸡，香辣鸡腿堡土豆泥餐，冰拿铁，根骨肉相连加，老北京鸡肉卷，老北京卷土豆泥餐，榛果风味冰拿铁，香甜粟米棒，新奥尔良烤鸡腿堡，香辣鸡翅，醇香土豆泥，芙
547,图形选择 5 - 位置 19,5,19,2,1138.739895155308900,19,肯德基(鲁广店),葡式蛋挞，可乐，鳕鱼条，老北京卷土豆泥餐，冰拿铁，热牛奶，麦辣鸡腿汉堡，香辣鸡腿汉堡，榛果风味冰拿铁，嫩牛五方，咖喱鸡饭，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，玉米沙拉，牛肉堡，鳕鱼汉堡，石榴派，皮蛋瘦肉粥，草莓沙冰，柚子茶，仙草奶茶，香菇鸡肉饭，蔬菜萨拉
548,图形选择 5 - 位置 58,5,58,3,1888.591593076111400,58,肯德基(民意店),原味蛋挞，醇豆浆，香辣鸡腿堡，草莓圣代，川椒麻香翅，奥利奥圣代，五味小吃桶，鲜蔬沙拉，红豆派，鸡肉汉堡，霜糖油条，豪霸鸡腿，蜂蜜花梨茶，蘑菇饭，草莓旋风，紫薯蛋挞，炸鸡翅，巧克力圣代，圆筒冰淇淋，香辣肉串，草莓新地，玉米汁，炸鸡，海盐食糖蛋筒，枣蓉姜茶
549,图形选择 5 - 位置 27,5,27,4,2414.749054711575400,27,肯德基(东湖听涛景区店),海盐双旋甜筒，新奥尔良烤鸡腿堡，香辣鸡翅，草莓味冰淇淋花筒，九珍果汁饮料，黄金鸡块，香辣鸡腿堡，雪顶咖啡，草莓圣代，巧克力味冰淇淋花筒，劲脆鸡腿堡，巧克力圣代，吮指原味鸡，红豆派，新奥尔良烤翅，葡式蛋挞，香脆海苔虾，香甜栗米棒，伴鸡伴虾堡，bbq手撕猪肉卷?
550,图形选择 5 - 位置 59,5,59,5,2447.659176040893700,59,肯德基(菱角湖餐厅),新奥尔良烤鸡翅，醇香土豆泥，吮指原味鸡块，圣代，冰淇淋之神，北海道冰淇淋，新奥尔良烤翅，鸡米花，麦辣鸡腿汉堡，香菇鸡排饭，吮指原味鸡套餐，香辣鸡腿堡，草莓圣代，川椒麻香翅，麻辣鸡肉饭，红豆珍珠奶茶，板烧鸡腿堡，巧克力味冰淇淋花筒，劲脆鸡腿堡，霜糖油条，豪
551,图形选择 5 - 位置 6,5,6,6,2472.968250216080400,6,肯德基(音乐学院店),香辣鸡翅，九珍果汁饮料，五味小吃桶，伴鸡伴虾堡，伴鸡伴虾堡土豆泥餐，冰拿铁，冰美式，吮指原味鸡套餐，拿铁，根骨肉相连加，榛果风味冰拿铁，美式，超级外送全家桶，黄金鸡块，鲜蔬沙拉，香辣鸡腿堡土豆泥餐，香辣鸡腿堡，香甜粟米棒，醇香土豆泥，葡式蛋挞，芙蓉荟蔬汤
552,图形选择 5 - 位置 13,5,13,7,2528.539706674971500,13,肯德基(销品茂),新奥尔良烤翅，葡式蛋挞，薯条，圣代，京卷，劲爆鸡米花，吮指原味鸡块，爱尔兰雪顶咖啡，醇豆浆，上校鸡块，香辣鸡腿堡土豆泥餐，辣翅，香菇滑鸡粥，香甜栗米棒，雪顶，超值午餐，田园脆鸡堡，玉米杯，泰式鸡肉卷，木耳金针排骨粥，bbq手撕猪肉卷，辣子鸡丁，超值全家桶，?
553,图形选择 5 - 位置 29,5,29,8,2946.276878506591400,29,肯德基(新华路店),香辣鸡腿堡，吮指原味鸡，鲜蔬沙拉，红豆派，新奥尔良烤翅，圣代，冰美式，葡式蛋挞，拿铁，冰拿铁，榛果风味冰拿铁，香甜粟米棒，芙蓉荟蔬汤，劲爆鸡米花，香辣鸡翅，醇香土豆泥，黄金鸡块，美式，榛果风味热拿铁
554,图形选择 5 - 位置 9,5,9,9,3034.914037145345400,9,肯德基(常青花园店),辣翅，香辣鸡腿堡，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，小吃拼盘，冰淇淋之神，香辣鸡翅，翅桶，香菇鸡肉饭，蔬菜萨拉，油条被蛋卷，bbq手撕猪肉堡，香辣鸡腿，芋圆冰淇淋，脆皮全鸡，甜玉米，咖喱猪排饭，双果圣代，黑椒牛柳饭，蜜汁手?
555,图形选择 5 - 位置 84,5,84,10,3630.091194913221900,84,友谊汇餐厅,[]
556,图形选择 5 - 位置 44,5,44,11,3672.913791669134800,44,肯德基(光谷世界城店),香辣鸡腿堡，蛋挞，吮指原味鸡，薯条，新奥尔良烤翅，香辣鸡翅，劲爆鸡米花，红豆派
557,图形选择 5 - 位置 93,5,93,12,3728.551332900771300,93,肯德基(武昌火车站二店餐厅)-洗手间,{}
558,图形选择 5 - 位置 36,5,36,13,3861.600489640166900,36,肯德基(楚天时尚广场),新奥尔良烤翅，吮指原味鸡块，原味蛋挞，鸡米花，香菇鸡排饭，吮指原味鸡套餐，香辣鸡腿堡，草莓圣代，川椒麻香翅，奥利奥圣代，五味小吃桶，麻辣鸡肉饭，红豆珍珠奶茶，板烧鸡腿堡，巧克力味冰淇淋花筒，劲脆鸡腿堡，鸡肉汉堡，霜糖油条，豪霸鸡腿，蘑菇饭，草莓旋风，紫薯
559,图形选择 5 - 位置 17,5,17,14,3935.740325691513600,17,肯德基(钢都店),新奥尔良烤翅，薯条，皮蛋瘦肉粥，香辣鸡翅，吮指原味鸡块，香辣鸡腿堡，原味蛋挞，爱尔兰雪顶咖啡，翅桶，劲爆鸡米花，九珍果汁饮料，九珍果汁，霸王翅，美式，黑椒牛柳饭，蜜汁手扒鸡，蘑菇培根饭，草莓味冰淇淋花筒，红枣姜茶，法风烧饼，早餐油条稀饭套餐，劲脆鸡堡，九
560,图形选择 5 - 位置 81,5,81,15,4333.378194116095100,81,肯德基(武大餐厅店),爱尔兰雪顶咖啡，新奥尔良烤翅，薯条，吮指原味鸡块，楚味烤翅，翅桶，劲爆鸡米花，九珍果汁饮料，九珍果汁，黄金鸡块，霸王翅，美式，黑椒牛柳饭，醇豆浆，蜜汁手扒鸡，蘑菇培根饭，草莓味冰淇淋花筒，红枣姜茶，法风烧饼，早餐油条稀饭套餐，劲脆鸡堡，九珍，香辣鸡翅根，
561,图形选择 5 - 位置 42,5,42,16,4453.719212147615500,42,肯德基(摩尔城沃尔玛店),新奥尔良烤鸡翅，原味蛋挞，辣翅，圣代，香甜粟米棒，芙蓉荟蔬汤，卤水鸡腿饭，芙蓉鲜蔬汤，明星香辣鸡腿堡套餐，小吃拼盘，冰淇淋之神，香菇鸡肉饭，蔬菜萨拉，油条被蛋卷，bbq手撕猪肉堡，香辣鸡腿，芋圆冰淇淋，脆皮全鸡，甜玉米，咖喱猪排饭，双果圣代，黑椒牛柳饭，蜜?
562,图形选择 5 - 位置 31,5,31,17,4635.356053785455500,31,肯德基(武大店),可乐，KFC香辣（劲脆）鸡腿堡，小食拼盘，肯大大鸡排，KFC老北京鸡肉卷，吮指原味鸡，薯条，玉米沙拉，香辣鸡翅，芋缘花淇淋，黄金鸡块，KFC芋缘花淇淋，现磨咖啡，葡式蛋挞，全家桶，新奥尔良烤鸡腿堡，红豆派，伴柠伴桔鲜果茶，蔬菜沙拉，鸡米花，醇香土豆泥，海苔岩烧大?
563,图形选择 5 - 位置 51,5,51,18,4635.356053785455500,51,肯德基(地大校园餐厅),全家桶，新奥尔良烤鸡腿堡，红豆派，伴柠伴桔鲜果茶，蔬菜沙拉，鸡米花，醇香土豆泥，海苔岩烧大鸡腿饭，现磨咖啡，葡式蛋挞，肯大大鸡排，KFC老北京鸡肉卷，吮指原味鸡，薯条，玉米沙拉，香辣鸡翅，芋缘花淇淋，黄金鸡块，小食拼盘，可乐，KFC香辣（劲脆）鸡腿堡
564,图形选择 5 - 位置 25,5,25,19,4765.985986154404600,25,肯德基(光谷天地),香辣鸡翅，香辣鸡腿堡，巧克力圣代，葡式蛋挞，爱尔兰雪顶咖啡，黄金鸡块，霸王翅，美式，川椒麻香翅，伴鸡伴虾堡土豆泥餐，什菌烤鸡腿堡，香菇鸡排饭，吮指原味鸡套餐，鸡肉汉堡，辣腿堡，经典咖啡，榴莲披萨，新奥尔良系列，培根蘑菇鸡肉饭，冰碳烤珍珠奶茶，冰奶茶，麻辣
565,图形选择 5 - 位置 34,5,34,20,4870.006336388294600,34,肯德基(汉口站),老北京鸡肉卷，芙蓉荟蔬汤，劲爆鸡米花，bbq手撕猪肉堡，新奥尔良烤鸡腿堡，香辣鸡翅，草莓味冰淇淋花筒，九珍果汁饮料，黄金鸡块，香辣鸡腿堡，雪顶咖啡，薯条，草莓圣代，巧克力味冰淇淋花筒，劲脆鸡腿堡，巧克力圣代，吮指原味鸡，红豆派，新奥尔良烤翅，葡式蛋挞，香脆?
488,图形选择 1 - 位置 97,1,97,8,3124.948163155737300,0,,
