start_id,end_id,dist
103,164,420193
103,165,595148
103,166,338845
103,167,353643
103,168,339752
103,169,66247
103,170,67511
103,171,74838
103,172,82310
103,173,88022
103,174,38101
103,175,53441
103,176,49681
103,177,31697
103,178,89105
103,179,99874
103,180,102178
103,181,101138
103,182,102611
103,183,100739
103,184,102978
103,185,100852
103,186,102947
103,187,32065
103,188,47168
103,189,40928
103,190,99346
103,191,14495
103,192,105991
103,193,103010
103,194,29182
103,195,98547
103,196,93954
103,197,90450
103,198,71051
103,199,68179
103,200,66483
103,201,70225
103,202,68716
103,203,32149
103,204,35797
103,205,38764
103,206,37659
103,207,41691
103,208,39615
103,209,42155
103,210,40981
103,211,41895
103,212,45871
103,213,46311
103,214,46552
103,215,44823
103,216,52764
103,217,49040
103,218,53072
103,219,51152
103,220,53620
103,221,53056
103,222,61827
103,223,64707
103,224,46799
103,225,37791
103,226,61490
103,227,59362
103,228,55138
103,229,56994
103,230,53858
103,231,57634
103,232,60595
103,233,64371
103,234,66691
103,235,58690
103,236,61444
103,237,62514
103,238,48831
103,239,47665
103,240,50257
103,241,49536
103,242,57538
103,243,58995
103,244,54670
103,245,53005
103,246,54032
103,247,57072
103,248,56284
103,249,59324
103,250,60018
103,251,62027
103,252,54772
103,253,56708
103,254,57204
103,255,58901
103,256,64825
103,257,63722
103,258,68138
103,259,67009
103,260,67065
103,261,69795
103,262,66476
103,263,95776
103,264,310050
103,265,87374
103,266,91977
103,267,95114
103,268,90040
103,269,100114
103,270,79276
103,271,80310
103,272,81017
103,273,85339
103,274,76436
103,275,73233
103,276,171627
103,277,169112
103,278,167498
103,279,123414
103,280,120162
103,281,126255
103,282,537315
103,283,496283
103,284,514091
103,285,580457
103,286,551488
103,287,563724
103,288,454037
103,289,503325
103,290,499229
103,291,500110
103,292,498692
103,293,497544
103,294,496613
103,295,498281
103,296,497774
103,297,497262
103,298,497833
103,299,496619
103,300,496075
103,301,495849
103,302,496635
103,303,493480
103,304,2147483647
103,305,2147483647
103,306,709889
103,307,707107
103,308,710248
103,309,700894
103,310,741955
103,311,694262
103,312,686104
103,313,687681
103,314,669727
103,315,677462
103,316,670372
103,317,668866
103,318,735215
103,319,710777
103,320,699249
103,321,697654
103,322,739674
103,323,740459
103,324,730132
103,325,728203
103,326,712565
103,327,578260
103,328,475656
103,329,483681
103,330,467994
103,331,555026
103,332,562235
103,333,503032
103,334,500685
103,335,501657
103,336,497165
103,337,498215
103,338,490439
103,339,492165
103,340,490279
103,341,491252
103,342,499324
103,343,601360
103,344,603080
103,345,614368
103,346,606117
103,347,613130
103,348,515318
103,349,623544
103,350,622329
103,351,628684
103,352,521478
103,353,513771
103,354,520288
103,355,627732
103,356,630118
103,357,626051
103,358,596544
103,359,610077
103,360,589191
103,361,601296
103,362,626730
103,363,896876
103,364,698415
103,365,697933
103,366,699020
103,367,694925
103,368,692047
103,369,689600
103,370,687377
103,371,689599
103,372,684495
103,373,684051
103,374,684094
103,375,683378
103,376,682286
103,377,683640
103,378,682717
103,379,683405
103,380,682652
103,381,682015
103,382,682580
103,383,681305
103,384,680628
103,385,679976
103,386,682122
103,387,680153
103,388,684487
103,389,684839
103,390,682797
103,391,683660
103,392,680315
103,393,679329
103,394,679916
103,395,678701
103,396,678149
103,397,678925
103,398,678088
103,399,678728
103,400,677373
103,401,677802
103,402,678776
103,403,678352
103,404,677719
103,405,676952
103,406,675985
103,407,676745
103,408,676342
103,409,675364
103,410,675880
103,411,678244
103,412,676503
103,413,675283
103,414,674799
103,415,674527
103,416,672398
103,417,673971
103,418,673397
103,419,673725
103,420,672645
103,421,672161
103,422,675216
103,423,675888
103,424,677329
103,425,712837
103,426,718559
103,427,669479
103,428,671571
103,429,671347
103,430,671656
103,431,670821
103,432,670084
103,433,673108
103,434,673206
103,435,672930
103,436,673737
103,437,675002
103,438,671911
103,439,671939
103,440,671342
103,441,672707
103,442,672266
103,443,672971
103,444,672669
103,445,672854
103,446,675171
103,447,673364
103,448,675580
103,449,675474
103,450,675475
103,451,674767
103,452,676967
103,453,676018
103,454,677088
103,455,677668
103,456,678220
103,457,676751
103,458,675692
103,459,676219
103,460,676445
103,461,676530
103,462,677729
103,463,677411
103,464,674008
103,465,675004
103,466,675198
103,467,676626
103,468,675505
103,469,676291
103,470,675749
103,471,675672
103,472,678346
103,473,679783
103,474,681325
103,475,677100
103,476,677616
103,477,676514
103,478,676909
103,479,677647
103,480,677776
103,481,651461
103,482,652814
103,483,651402
103,484,652143
103,485,689771
103,486,575576
103,487,578432
103,488,576120
103,489,579734
103,490,580176
103,491,584452
103,492,585192
103,493,583648
103,494,584402
103,495,584121
103,496,583658
103,497,582549
103,498,585665
103,499,586237
103,500,586835
103,501,586284
103,502,587144
103,503,587973
103,504,585204
103,505,584766
103,506,586446
103,507,587178
103,508,586760
103,509,589971
103,510,591177
103,511,588625
103,512,587221
103,513,579105
103,514,580836
103,515,580316
103,516,584981
103,517,585837
103,518,589446
103,519,588518
103,520,582945
103,521,584626
103,522,586951
103,523,583597
103,524,585710
103,525,587433
103,526,587730
103,527,587482
103,528,589779
103,529,588344
103,530,589445
103,531,588825
103,532,587490
103,533,588265
103,534,588577
103,535,588851
103,536,590906
103,537,591927
103,538,592193
103,539,590687
103,540,587471
103,541,587312
103,542,590424
103,543,588153
103,544,588946
103,545,589700
103,546,590081
103,547,588219
103,548,597654
103,549,605936
103,550,603268
103,551,606921
103,552,622396
103,553,618805
103,554,630071
103,555,629463
103,556,627234
103,557,626537
103,558,626297
103,559,610662
103,560,611275
103,561,616302
103,562,627276
103,563,629524
103,564,629301
103,565,628426
103,566,629215
103,567,630794
103,568,629983
103,569,629444
103,570,631288
103,571,630195
103,572,622641
103,573,626921
103,574,625049
103,575,622512
103,576,629013
103,577,628640
103,578,629216
103,579,631068
103,580,629535
103,581,637492
103,582,648270
103,583,639688
103,584,637767
103,585,640958
103,586,643416
103,587,640797
103,588,645536
103,589,639776
103,590,635966
103,591,643288
103,592,643494
103,593,644053
103,594,642104
103,595,662086
103,596,645666
103,597,644728
103,598,645438
103,599,669665
103,600,670004
103,601,644255
103,602,640003
103,603,639822
103,604,642234
103,605,646355
103,606,646944
103,607,665902
103,608,664177
103,609,666010
103,610,661150
103,611,663474
103,612,658945
103,613,663532
103,614,660235
103,615,664390
103,616,662851
103,617,657826
103,618,655558
103,619,656211
103,620,691975
103,621,664673
103,622,669867
103,623,668299
103,624,667497
103,625,670768
103,626,670497
103,627,675028
103,628,670861
103,629,671290
103,630,687071
103,631,45821
103,632,48061
103,633,50077
103,634,49991
103,635,53062
103,636,47567
103,637,49967
103,638,51951
103,639,52341
103,640,54851
103,641,53430
103,642,53593
103,643,55010
103,644,56260
103,645,58151
103,646,56785
103,647,58152
103,648,55625
103,649,57465
103,650,62103
103,651,58473
103,652,60858
103,653,62906
103,654,58695
103,655,61575
103,656,64891
103,657,62186
103,658,67001
103,659,63373
103,660,64748
103,661,67405
103,662,68875
103,663,63863
103,664,64889
103,665,60569
103,666,62665
103,667,64939
103,668,66076
103,669,64234
103,670,66490
103,671,68332
103,672,60653
103,673,63357
103,674,64986
103,675,66172
103,676,66487
103,677,67849
103,678,68921
103,679,71035
103,680,68412
103,681,69356
103,682,70686
103,683,67337
103,684,73737
103,685,72444
103,686,71694
103,687,71994
103,688,72991
103,689,77492
103,690,78487
103,691,78677
103,692,60086
103,693,61655
103,694,65705
103,695,65607
103,696,63558
103,697,68091
103,698,69177
103,699,70363
103,700,79824
103,701,71449
103,702,87147
103,703,76809
103,704,79545
103,705,84057
103,706,78857
103,707,87665
103,708,94280
103,709,93259
103,710,79461
103,711,71982
103,712,74862
103,713,81239
103,714,83079
103,715,82182
103,716,82965
103,717,86536
103,718,88392
103,719,60128
103,720,85086
103,721,80702
103,722,82617
103,723,84462
103,724,85750
103,725,87017
103,726,88766
103,727,86533
103,728,88326
103,729,84836
103,730,90121
103,731,91867
103,732,90758
103,733,92519
103,734,94282
103,735,95963
103,736,89337
103,737,93145
103,738,97273
103,739,104329
103,740,108170
103,741,113513
103,742,112027
103,743,149782
103,744,149224
103,745,153372
103,746,150514
103,747,149114
103,748,153607
103,749,151239
103,750,141236
103,751,114765
103,752,114282
103,753,116490
103,754,136662
103,755,147212
103,756,140942
103,757,141419
103,758,141662
103,759,149750
103,760,146145
103,761,252315
103,762,95276
103,763,128049
103,764,129194
103,765,106489
103,766,110232
103,767,108873
103,768,112136
103,769,112505
103,770,112778
103,771,110858
103,772,114585
103,773,109737
103,774,113455
103,775,116440
103,776,114842
103,777,118584
103,778,117498
103,779,118074
103,780,120152
103,781,121793
103,782,128300
103,783,129516
103,784,139145
103,785,145054
103,786,150463
103,787,141374
103,788,138588
103,789,139710
103,790,141791
103,791,144190
103,792,143198
103,793,146382
103,794,148654
103,795,145405
103,796,142525
103,797,146510
103,798,147438
103,799,144702
103,800,145326
103,801,143710
103,802,146493
103,803,147549
103,804,150773
103,805,145822
103,806,148592
103,807,150627
103,808,150656
103,809,119963
103,810,127323
103,811,145212
103,812,160540
103,813,137049
103,814,145726
103,815,153056
103,816,155552
103,817,157695
103,818,159746
103,819,157729
103,820,161728
103,821,132234
103,822,149947
103,823,160527
103,824,163711
103,825,133864
103,826,135960
103,827,149621
103,828,149693
103,829,151785
103,830,148325
103,831,153701
103,832,157823
103,833,156543
103,834,157235
103,835,159000
103,836,160185
103,837,162281
103,838,160555
103,839,163065
103,840,164970
103,841,164265
103,842,162691
103,843,164687
103,844,169868
103,845,206016
103,846,183430
103,847,175221
103,848,217823
103,849,261577
103,850,193725
103,851,221299
103,852,193077
103,853,195072
103,854,359719
103,855,226750
103,856,178368
103,857,186086
103,858,181951
103,859,180526
103,860,178906
103,861,177610
103,862,175538
103,863,163963
103,864,162356
103,865,163217
103,866,163183
103,867,159884
103,868,162031
103,869,160092
103,870,164813
103,871,158044
103,872,166828
103,873,181900
103,874,184158
103,875,185279
103,876,159579
103,877,163947
103,878,163899
103,879,173119
103,880,168139
103,881,177567
103,882,181247
103,883,176458
103,884,167611
103,885,202348
103,886,216566
103,887,202959
103,888,231167
103,889,197824
103,890,198385
103,891,198416
103,892,230559
103,893,237803
103,894,237338
103,895,233034
103,896,222316
103,897,239120
103,898,239629
103,899,286460
103,900,307002
103,901,281949
103,902,276643
103,903,229416
103,904,222474
103,905,234358
103,906,250314
103,907,246554
103,908,239786
103,909,243095
103,910,276630
103,911,244853
103,912,275018
103,913,267194
103,914,267655
103,915,297528
103,916,274614
103,917,270659
103,918,271650
103,919,269297
103,920,268718
103,921,268877
103,922,270615
103,923,271946
103,924,270057
103,925,269853
103,926,286725
103,927,286096
103,928,283416
103,929,282056
103,930,277068
103,931,278215
103,932,274722
103,933,283878
103,934,271015
103,935,271255
103,936,271543
103,937,270416
103,938,271894
103,939,273929
103,940,275228
103,941,272312
103,942,271755
103,943,272184
103,944,274285
103,945,275240
103,946,274638
103,947,273677
103,948,272957
103,949,272556
103,950,272650
103,951,273199
103,952,274327
103,953,275103
103,954,276510
103,955,275761
103,956,277803
103,957,277289
103,958,277961
103,959,276989
103,960,276276
103,961,276618
103,962,277608
103,963,276968
103,964,276912
103,965,277752
103,966,278181
103,967,277417
103,968,278096
103,969,278238
103,970,278876
103,971,278700
103,972,279334
103,973,279958
103,974,280668
103,975,280768
103,976,281725
103,977,323412
103,978,318201
103,979,330900
103,980,332431
103,981,299050
103,982,292080
103,983,299505
103,984,303630
103,985,313097
103,986,328797
103,987,324696
103,988,326211
103,989,341342
103,990,355352
103,991,317839
103,992,316788
103,993,316013
103,994,319529
103,995,320264
103,996,311162
103,997,323107
103,998,328023
103,999,325723
103,1000,326766
103,1001,326655
103,1002,354493
103,1003,352021
103,1004,353310
103,1005,354732
103,1006,352552
103,1007,351405
103,1008,350933
103,1009,327707
103,1010,350959
103,1011,350381
103,1012,349230
103,1013,351532
103,1014,348120
103,1015,348959
103,1016,330619
103,1017,328769
103,1018,332895
103,1019,331457
103,1020,333085
103,1021,333185
103,1022,334128
103,1023,336332
103,1024,335675
103,1025,336939
103,1026,337307
103,1027,354713
103,1028,372934
103,1029,363840
103,1030,402968
103,1031,408425
103,1032,406015
103,1033,404876
103,1034,408389
103,1035,409997
103,1036,407177
103,1037,408791
103,1038,405932
103,1039,408969
103,1040,413107
103,1041,412722
103,1042,404575
103,1043,403941
103,1044,415931
103,1045,415322
103,1046,401236
103,1047,399575
103,1048,402590
103,1049,400186
103,1050,398843
103,1051,407637
103,1052,407332
103,1053,407649
103,1054,408458
103,1055,405903
103,1056,409501
103,1057,412224
103,1058,410688
103,1059,413821
103,1060,411108
103,1061,409864
103,1062,413776
103,1063,412736
103,1064,411975
103,1065,414459
103,1066,412009
103,1067,411330
103,1068,403675
103,1069,413266
103,1070,414933
103,1071,400758
103,1072,419032
103,1073,418156
103,1074,416527
103,1075,417082
103,1076,419598
103,1077,420277
103,1078,421835
103,1079,421122
103,1080,424538
103,1081,422079
103,1082,422843
103,1083,424234
103,1084,423363
103,1085,424123
103,1086,425137
103,1087,426134
103,1088,424939
103,1089,354273
103,1090,353561
103,1091,354557
103,1092,352489
103,1093,356772
103,1094,356075
103,1095,352669
103,1096,353193
103,1097,348029
103,1098,353506
103,1099,355667
103,1100,356179
103,1101,355272
103,1102,349167
103,1103,345613
103,1104,347396
103,1105,349763
103,1106,347281
103,1107,345669
103,1108,343893
103,1109,344584
103,1110,346376
103,1111,342632
103,1112,344500
103,1113,341912
103,1114,342627
103,1115,343484
103,1116,346324
103,1117,347224
103,1118,346461
103,1119,348070
103,1120,349573
103,1121,351955
103,1122,353085
103,1123,355319
103,1124,341335
103,1125,342116
103,1126,340241
103,1127,345083
103,1128,343042
103,1129,343426
103,1130,349169
103,1131,349912
103,1132,351528
103,1133,349512
103,1134,351542
103,1135,354090
103,1136,352128
103,1137,352895
103,1138,350879
103,1139,352200
103,1140,350167
103,1141,350871
103,1142,352792
103,1143,347715
103,1144,348215
103,1145,348905
103,1146,351509
103,1147,353418
103,1148,351530
103,1149,349691
103,1150,358369
103,1151,356140
103,1152,355496
103,1153,356008
103,1154,354324
103,1155,355044
103,1156,358227
103,1157,352839
103,1158,354385
103,1159,360091
103,1160,359018
103,1161,361241
103,1162,363766
103,1163,424311
103,1164,425919
103,1165,423909
103,1166,423989
103,1167,423844
103,1168,425502
103,1169,426771
103,1170,426453
103,1171,427903
103,1172,426858
103,1173,427114
103,1174,428552
103,1175,429142
103,1176,430072
103,1177,428640
103,1178,429132
103,1179,427960
103,1180,429779
103,1181,428048
103,1182,427331
103,1183,429438
103,1184,429573
103,1185,429019
103,1186,439575
103,1187,564023
103,1188,609070
103,1189,641464
103,1190,527350
103,1191,550152
103,1192,546432
103,1193,624115
103,1194,624072
103,1195,453281
103,1196,623396
103,1197,624253
103,1198,611745
103,1199,585575
103,1200,577512
103,1201,614460
103,1202,621160
103,1203,611134
103,1204,612163
103,1205,612483
103,1206,613609
103,1207,613675
103,1208,615531
103,1209,616967
103,1210,613441
103,1211,616978
103,1212,614146
103,1213,614309
103,1214,615654
103,1215,616578
103,1216,617010
103,1217,617080
103,1218,619990
103,1219,622414
103,1220,622104
103,1221,625745
103,1222,625094
103,1223,673451
103,1224,666573
103,1225,667034
103,1226,667434
103,1227,667646
103,1228,667620
103,1229,668719
103,1230,668084
103,1231,668859
103,1232,667793
103,1233,668166
103,1234,669024
103,1235,668516
103,1236,668201
103,1237,669324
103,1238,669117
103,1239,668658
103,1240,669524
103,1241,620799
103,1242,646575
103,1243,646488
103,1244,646046
103,1245,646108
103,1246,645416
103,1247,645031
103,1248,647052
103,1249,620376
103,1250,616696
103,1251,620059
103,1252,621372
103,1253,618998
103,1254,621482
103,1255,623276
103,1256,622065
103,1257,623190
103,1258,624493
103,1259,623945
103,1260,624450
103,1261,624886
103,1262,625479
103,1263,622740
103,1264,623571
103,1265,618927
103,1266,619506
103,1267,621174
103,1268,622155
103,1269,623527
103,1270,624942
103,1271,624412
103,1272,628576
103,1273,627022
103,1274,627131
103,1275,627816
103,1276,629379
103,1277,630913
103,1278,633645
103,1279,629467
103,1280,625700
103,1281,625826
103,1282,631843
103,1283,631492
103,1284,631571
103,1285,631098
103,1286,630829
103,1287,630868
103,1288,630110
103,1289,631145
103,1290,626788
103,1291,626412
103,1292,627669
103,1293,626637
103,1294,625020
103,1295,625659
103,1296,628203
103,1297,622763
103,1298,624670
103,1299,623387
103,1300,624462
103,1301,625599
103,1302,625133
103,1303,626894
103,1304,623815
103,1305,627876
103,1306,630515
103,1307,626062
103,1308,625663
103,1309,626669
103,1310,627581
103,1311,629486
103,1312,629883
103,1313,630397
103,1314,631808
103,1315,634251
103,1316,627373
103,1317,630078
103,1318,632712
103,1319,631542
103,1320,633545
103,1321,630540
103,1322,632904
103,1323,633593
103,1324,632822
103,1325,636156
103,1326,634434
103,1327,635485
103,1328,635171
103,1329,636884
103,1330,635769
103,1331,641198
103,1332,640686
103,1333,634711
103,1334,635687
103,1335,635383
103,1336,637982
103,1337,644006
103,1338,644984
103,1339,643173
103,1340,641937
103,1341,647640
103,1342,648207
103,1343,648637
103,1344,648886
103,1345,647432
103,1346,650172
103,1347,650114
103,1348,649689
103,1349,643579
103,1350,644925
103,1351,642466
103,1352,641803
103,1353,644141
103,1354,643318
103,1355,646464
103,1356,646194
103,1357,645186
103,1358,633508
103,1359,634610
103,1360,636426
103,1361,639466
103,1362,637745
103,1363,641311
103,1364,640990
103,1365,642518
103,1366,642088
103,1367,639378
103,1368,638726
103,1369,639845
103,1370,642824
103,1371,643438
103,1372,642704
103,1373,643380
103,1374,644400
103,1375,644168
103,1376,645006
103,1377,645288
103,1378,645334
103,1379,644851
103,1380,644829
103,1381,644223
103,1382,646993
103,1383,645884
103,1384,645327
103,1385,645519
103,1386,638377
103,1387,643391
103,1388,640915
103,1389,644015
103,1390,649577
103,1391,648828
103,1392,665631
103,1393,666412
103,1394,666082
103,1395,676893
103,1396,674847
103,1397,675789
103,1398,676497
103,1399,669218
103,1400,669658
103,1401,669707
103,1402,669827
103,1403,670361
103,1404,670405
103,1405,671028
103,1406,671559
103,1407,673458
103,1408,671942
103,1409,672394
103,1410,669905
103,1411,670490
103,1412,672740
103,1413,670673
103,1414,671942
103,1415,669212
103,1416,670144
103,1417,669884
103,1418,670816
103,1419,671348
103,1420,672495
103,1421,671749
103,1422,672560
103,1423,673368
103,1424,672839
103,1425,673399
103,1426,676910
103,1427,675822
103,1428,673673
103,1429,675501
103,1430,675593
103,1431,673161
103,1432,674032
103,1433,674688
103,1434,679816
103,1435,678026
103,1436,674679
103,1437,675623
103,1438,675588
103,1439,676608
103,1440,673791
103,1441,674800
103,1442,678211
103,1443,679953
103,1444,679723
103,1445,679323
103,1446,678601
103,1447,677170
103,1448,676386
103,1449,676828
103,1450,677722
103,1451,678625
103,1452,678304
103,1453,679291
103,1454,678485
103,1455,680188
103,1456,680470
103,1457,667987
103,1458,678886
103,1459,679602
103,1460,677295
103,1461,676556
103,1462,677590
103,1463,677652
103,1464,680301
103,1465,679061
103,1466,678182
103,1467,680332
103,1468,681000
103,1469,679781
103,1470,682566
103,1471,685356
103,1472,683825
103,1473,679751
103,1474,681165
103,1475,681662
103,1476,680894
103,1477,682167
103,1478,681593
103,1479,682211
103,1480,680601
103,1481,685264
103,1482,683351
103,1483,683199
103,1484,684955
103,1485,684633
103,1486,648391
103,1487,649008
103,1488,651006
103,1489,657089
103,1490,655945
103,1491,649500
103,1492,649070
103,1493,651541
103,1494,650863
103,1495,651764
103,1496,652602
103,1497,656563
103,1498,647892
103,1499,653754
103,1500,653368
103,1501,652658
103,1502,653399
103,1503,654400
103,1504,665604
103,1505,667498
103,1506,672715
103,1507,669342
103,1508,669584
103,1509,590302
103,1510,557355
103,1511,622470
103,1512,599268
103,1513,594430
103,1514,589973
103,1515,557947
103,1516,628920
103,1517,630267
103,1518,631004
103,1519,628382
103,1520,630003
103,1521,626816
103,1522,629627
103,1523,630469
103,1524,629516
103,1525,630293
103,1526,593288
103,1527,591293
103,1528,592276
103,1529,592897
103,1530,598877
103,1531,611235
103,1532,606529
103,1533,617079
103,1534,638068
103,1535,624843
103,1536,654918
103,1537,655611
103,1538,654454
103,1539,653791
103,1540,653073
103,1541,653550
103,1542,650786
103,1543,652236
103,1544,651700
103,1545,650131
103,1546,654659
103,1547,654730
103,1548,650690
103,1549,651096
103,1550,651830
103,1551,659128
103,1552,661023
103,1553,661138
103,1554,660122
103,1555,660487
103,1556,658578
103,1557,654111
103,1558,656068
103,1559,651473
103,1560,654254
103,1561,652615
103,1562,653146
103,1563,654209
103,1564,656898
103,1565,657778
103,1566,659021
103,1567,659853
103,1568,655857
103,1569,657035
103,1570,660738
103,1571,661002
103,1572,660488
103,1573,656507
103,1574,657821
103,1575,655516
103,1576,658546
103,1577,658756
103,1578,660175
103,1579,660912
103,1580,673971
103,1581,670031
103,1582,663403
103,1583,655908
103,1584,652434
103,1585,651269
103,1586,651757
103,1587,653053
103,1588,656729
103,1589,625436
103,1590,629544
103,1591,629257
103,1592,630093
103,1593,629465
103,1594,630906
103,1595,631482
103,1596,626705
103,1597,629582
103,1598,631908
103,1599,631318
103,1600,631216
103,1601,642788
103,1602,635470
103,1603,642891
103,1604,641324
103,1605,640319
103,1606,642292
103,1607,630136
103,1608,628954
103,1609,630816
103,1610,629356
103,1611,632811
103,1612,634929
103,1613,633948
103,1614,635640
103,1615,634956
103,1616,632253
103,1617,633320
103,1618,632196
103,1619,636460
103,1620,637206
103,1621,630803
103,1622,636268
103,1623,637556
103,1624,638105
103,1625,645571
103,1626,645443
103,1627,647520
103,1628,646255
103,1629,644309
103,1630,643950
103,1631,644775
103,1632,645223
103,1633,638606
103,1634,644885
103,1635,641445
103,1636,642547
103,1637,645293
103,1638,643476
103,1639,646278
103,1640,645341
103,1641,645895
103,1642,648483
103,1643,651218
103,1644,651962
103,1645,644692
103,1646,643898
103,1647,647339
103,1648,646528
103,1649,648708
103,1650,645835
103,1651,650226
103,1652,649917
103,1653,650519
103,1654,650165
103,1655,649231
103,1656,649557
103,1657,647428
103,1658,649989
103,1659,647910
103,1660,649840
103,1661,649139
103,1662,649943
103,1663,652614
103,1664,651159
103,1665,651947
103,1666,652143
103,1667,638872
103,1668,637020
103,1669,639627
103,1670,639540
103,1671,653366
103,1672,654069
103,1673,654376
103,1674,654864
103,1675,654161
103,1676,631532
103,1677,630659
103,1678,631868
103,1679,630483
103,1680,631060
103,1681,629818
103,1682,630452
103,1683,629210
103,1684,632705
103,1685,628048
103,1686,629010
103,1687,629761
103,1688,630068
103,1689,629711
103,1690,632449
103,1691,631827
103,1692,632261
103,1693,630931
103,1694,631763
103,1695,634324
103,1696,632865
103,1697,631830
103,1698,643328
103,1699,644189
103,1700,637104
103,1701,638280
103,1702,639066
103,1703,638511
103,1704,639536
103,1705,641254
103,1706,639047
103,1707,639705
103,1708,640838
103,1709,637490
103,1710,633406
103,1711,635725
103,1712,637765
103,1713,636740
103,1714,637195
103,1715,642322
103,1716,636435
103,1717,639164
103,1718,638735
103,1719,639271
103,1720,641057
103,1721,640181
103,1722,642051
103,1723,637772
103,1724,640154
103,1725,640219
103,1726,635589
103,1727,632978
103,1728,636925
103,1729,636656
103,1730,638336
103,1731,637650
103,1732,641153
103,1733,638898
103,1734,640376
103,1735,639651
103,1736,638774
103,1737,639351
103,1738,637292
103,1739,639089
103,1740,638337
103,1741,639835
103,1742,638585
103,1743,644765
103,1744,645212
103,1745,644320
103,1746,637406
103,1747,634191
103,1748,636631
103,1749,641055
103,1750,638204
103,1751,639078
103,1752,636965
103,1753,637973
103,1754,640583
103,1755,653658
103,1756,655173
103,1757,655769
103,1758,656169
103,1759,658833
103,1760,655875
103,1761,657863
103,1762,697562
103,1763,695504
103,1764,698087
103,1765,696119
103,1766,697409
103,1767,696758
103,1768,695365
103,1769,696194
103,1770,694730
103,1771,695741
103,1772,693635
103,1773,695336
103,1774,694979
103,1775,692816
103,1776,687424
103,1777,687641
103,1778,690193
103,1779,688735
103,1780,688150
103,1781,693660
103,1782,691980
103,1783,691638
103,1784,690540
103,1785,692419
103,1786,692548
103,1787,691773
103,1788,691876
103,1789,696915
103,1790,695741
103,1791,690016
103,1792,691707
103,1793,693766
103,1794,692843
103,1795,696328
103,1796,693895
103,1797,693884
103,1798,694230
103,1799,701577
103,1800,651713
103,1801,651653
103,1802,650961
103,1803,650143
103,1804,649670
103,1805,646052
103,1806,640437
103,1807,641356
103,1808,641395
103,1809,642118
103,1810,644877
103,1811,642526
103,1812,642054
103,1813,650255
103,1814,644077
103,1815,648197
103,1816,648847
103,1817,648158
103,1818,643419
103,1819,647381
103,1820,647518
103,1821,653377
103,1822,654122
103,1823,655145
103,1824,641070
103,1825,641855
103,1826,643683
103,1827,642650
103,1828,643525
103,1829,644514
103,1830,645108
103,1831,644638
103,1832,643442
103,1833,643927
103,1834,645907
103,1835,644612
103,1836,646603
103,1837,645638
103,1838,646734
103,1839,646727
103,1840,650389
103,1841,649280
103,1842,646655
103,1843,647594
103,1844,644069
103,1845,646807
103,1846,647570
103,1847,647692
103,1848,651885
103,1849,650923
103,1850,645650
103,1851,648557
103,1852,648481
103,1853,650823
103,1854,650139
103,1855,652949
103,1856,654534
103,1857,653543
103,1858,655451
103,1859,654850
103,1860,655953
103,1861,649800
103,1862,651915
103,1863,651954
